"Electorate","Place","Address","Type","ACT New Zealand","Advance NZ","Aotearoa Legalise Cannabis Party","Green Party","HeartlandNZ","Labour Party","Māori Party","National Party","New Conservative","New Zealand First Party","NZ Outdoors Party","ONE Party","Social Credit","Sustainable New Zealand Party","TEA Party","The Opportunities Party (TOP)","Vision New Zealand","Total Valid Party Votes","Informal Party Votes"
"Ōhāriu","Khandallah","Khandallah Plunket Rooms, 8a Ganges Road","Regular",10,1,0,18,0,82,0,46,2,2,0,1,0,0,0,6,0,168,0
"Ōhāriu","Khandallah","Khandallah Presbyterian Church, 33 Ganges Road","Regular",49,1,1,74,0,228,4,200,3,7,0,2,0,0,2,15,0,586,1
"Ōhāriu","Khandallah","Khandallah School (Kauri Block), 20 Clark Street","Regular",16,0,0,29,0,93,0,54,0,2,0,1,0,0,0,12,0,207,0
"Ōhāriu","Khandallah","Onslow Community Church, 4 Ngatoto Street","Regular",11,0,1,30,0,88,0,57,7,7,0,1,0,0,0,13,0,215,1
"Ōhāriu","Kilbirnie","ASB Sports Centre, 72 Kemp Street","Regular",1,0,1,1,0,8,0,2,0,0,0,0,0,0,0,2,0,15,0
"Ōhāriu","Kilbirnie","Wellington Islamic Centre, 7-11 Queens Drive","Regular",0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0
"Ōhāriu","Linden","Linden Social Centre, 10 Linden Avenue","Regular",3,1,1,11,0,37,0,27,0,2,0,0,0,1,0,1,0,84,1
"Ōhāriu","Lower Hutt","Queensgate Shopping Centre, Ground Level, Shop 118 (next to Jackie E), Corner Queens Drive & Bunny Street","Regular",2,2,1,2,0,8,0,7,0,0,0,0,0,0,0,0,0,22,1
"Ōhāriu","Miramar","Miramar and Maupuia Community Centre, 27 Chelsea Street","Regular",1,0,0,8,0,14,0,8,1,0,0,0,0,0,0,1,0,33,0
"Ōhāriu","Newlands","Bellevue School, 12 Bancroft Terrace","Regular",15,0,0,29,0,191,1,68,1,7,0,1,0,0,0,10,0,323,1
"Ōhāriu","Newlands","Newlands School, 200 Newlands Road","Regular",30,1,0,37,0,179,0,88,9,9,0,1,0,0,0,18,0,372,1
"Ōhāriu","Newlands","Ngā Hau e Whā o Paparārangi, 30 Ladbrooke Drive","Regular",8,0,0,21,0,57,0,22,0,6,0,0,0,0,0,1,0,115,0
"Ōhāriu","Newlands","Rewa Rewa School, 18 Padnell Crescent","Regular",27,2,2,16,0,138,0,63,5,7,0,0,0,0,0,10,0,270,0
"Ōhāriu","Newlands","Newtown School Hall, Corner Riddiford & Mein Streets","Regular",0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0
"Ōhāriu","Newlands","Pop Up Voting Place, 199 Riddiford Street, next to New World","Regular",0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0
"Ōhāriu","Ngaio","Ngaio School, 45 Abbott Street","Regular",18,0,0,38,0,95,0,26,0,1,0,0,0,0,0,14,0,192,0
"Ōhāriu","Ngaio","Ngaio Town Hall, 1 Ottawa Road","Regular",60,3,0,135,0,375,4,177,1,15,0,0,0,0,0,19,0,789,0
"Ōhāriu","Paparangi","Paparangi School, 59 Beazley Avenue","Regular",18,1,1,25,0,117,2,54,2,10,0,0,0,0,0,17,0,247,1
"Ōhāriu","Petone","Petone Central School, 16 Britannia Street","Regular",1,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,9,0
"Ōhāriu","Petone","Petone Working Men's Club, 47 Udy Street","Regular",1,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,8,0
"Ōhāriu","Porirua","North City Shopping Centre, Shop 112 (next to Silvermoon), 2 Titahi Bay Road","Regular",2,0,1,1,0,22,0,18,2,0,0,0,0,0,0,1,0,47,2
"Ōhāriu","Porirua","Pātaka Art + Museum, Performing Arts Studio, Corner Norrie Street & Parumoana Street","Regular",2,0,0,1,0,5,0,5,0,0,0,0,0,0,0,0,0,13,0
"Ōhāriu","Tawa","Redwood School, 71a Redwood Avenue","Regular",34,1,0,24,0,153,3,71,4,10,0,0,0,0,0,10,0,310,3
"Ōhāriu","Tawa","Tawa Baptist Church, 229 Main Road","Regular",8,0,0,14,0,65,0,20,1,4,0,0,0,0,0,5,0,117,1
"Ōhāriu","Tawa","Tawa Community Centre Hall, 7 Cambridge St","Regular",14,2,0,36,0,193,2,75,1,9,0,2,0,3,1,9,0,347,4
"Ōhāriu","Tawa","Tawa School, 6a Oxford Street","Regular",17,2,0,9,0,87,4,38,5,6,0,2,0,0,0,6,0,176,0
"Ōhāriu","Thorndon","Thorndon School Hall, 26 Murphy Street","Regular",1,0,0,4,0,16,1,9,0,1,0,0,0,0,0,0,0,32,2
"Ōhāriu","Thorndon","Wellington Bridge Club, 17 Tinakori Road","Regular",2,0,0,12,0,12,0,10,0,1,0,0,0,0,0,0,0,37,0
"Ōhāriu","Wadestown","St Luke's Centre, 34 Pitt Street (corner Wadestown Road)","Regular",37,0,2,115,0,220,1,138,1,12,0,0,0,0,0,12,0,538,1
"Ōhāriu","Wadestown","Wadestown Presbyterian Church, 116 Wadestown Road (corner Hanover Street)","Regular",12,1,1,28,0,69,0,29,0,4,0,0,0,0,0,11,0,155,1
"Ōhāriu","Wadestown","Wadestown School, 2-6 Rose Street (access by steep walking path only)","Regular",5,1,0,27,0,71,3,30,0,2,0,0,0,0,0,8,0,147,0
"Ōhāriu","Wellington City","Pop Up Voting Place, 73 Manners Street","Regular",3,0,0,7,0,9,0,6,0,2,0,0,0,0,0,2,0,29,1
"Ōhāriu","Wellington City","Pop Up Voting Place, Dukes Arcade, 105 Willis Street","Regular",2,0,0,6,0,21,0,4,1,0,0,0,0,0,0,2,0,36,0
"Ōhāriu","Wellington City","Te Puni Kōkiri House, Nau Mai Room, 143 Lambton Quay","Regular",4,0,0,8,0,21,0,6,0,0,1,0,0,0,0,0,0,40,0
"Ōhāriu","Wellington City","Wellington Museum Von Kohorn Room, Queens Wharf, 3 Jervois Quay","Regular",0,0,0,7,0,6,0,4,0,0,0,0,0,0,0,2,0,19,0
"Ōhāriu","Wilton","Otari School Hall, 166 Wilton Road","Regular",2,0,0,23,0,25,0,8,0,0,0,0,0,0,0,5,0,63,0
"Ōhāriu",NA,"Overseas Special Votes Including Defence Force - Ōhāriu","Special",47,14,0,349,0,890,5,227,13,6,1,2,0,1,0,46,2,1603,0
"Ōhāriu",NA,"Overseas Votes Allowed for Party Only - Ōhāriu","Special",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōhāriu",NA,"Special Votes BEFORE Polling Day - Ōhāriu","Special",176,21,26,489,0,1772,19,698,30,56,1,18,0,2,0,122,2,3432,20
"Ōhāriu",NA,"Special Votes ON Polling Day - Ōhāriu","Special",89,6,7,142,0,688,6,310,16,31,1,1,0,2,0,49,0,1348,11
"Ōhāriu",NA,"Votes Allowed for Party Only - Ōhāriu","Special",8,1,1,21,0,109,4,32,1,5,1,2,1,0,0,7,0,193,3
"Ōhāriu",NA,"Voting places where less than 6 votes were taken","Special",4,0,1,9,0,16,0,8,0,0,0,0,0,0,0,2,0,40,0
"Ōtaki",NA,"Mana Mobile Team","Advance",2,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,14,0
"Ōtaki",NA,"Rest Homes-Taken in Otaki","Advance",5,0,0,9,0,122,0,55,1,9,0,0,0,0,0,0,0,201,9
"Ōtaki","Foxton","Coley Street School Hall, 53 Coley Street","Advance",7,2,0,1,0,39,0,22,3,1,1,0,0,0,0,0,0,76,0
"Ōtaki","Foxton","Foxton Primary School Hall, 5 Park Street","Advance",23,4,4,22,0,283,3,89,4,14,1,0,0,0,0,1,0,448,5
"Ōtaki","Foxton","Te Awahou Nieuwe Stroom, 92 Main Street","Advance",86,10,3,64,0,662,5,285,21,46,3,8,3,0,0,9,0,1205,9
"Ōtaki","Foxton","Te Waiora Community Health Services, 10 Ladys Mile","Advance",34,7,4,12,0,242,1,124,1,17,0,1,0,0,0,1,0,444,3
"Ōtaki","Foxton Beach","Foxton Beach Primary School Hall, 10 Carthew Terrace","Advance",7,0,2,0,0,50,1,23,0,1,0,0,0,0,0,0,0,84,1
"Ōtaki","Ihakara","Ihakara Hall, Corner Tavistock Road & State Highway 57","Advance",13,2,0,4,0,35,0,37,3,4,0,0,0,0,0,0,0,98,0
"Ōtaki","Kelburn","Victoria University, Student Union Building Memorial Theatre Foyer, 1 Kelburn Parade","Advance",2,1,0,16,0,13,1,6,0,0,0,0,0,0,0,0,0,39,0
"Ōtaki","Levin","Arohamai Literacy Centre, 19 Bristol Street","Advance",3,0,0,2,0,45,1,19,1,0,1,0,0,0,0,1,1,74,0
"Ōtaki","Levin","Fairfield School Hall, 89 MacArthur Street","Advance",16,6,0,13,0,160,0,84,3,9,0,2,1,0,0,5,1,300,0
"Ōtaki","Levin","Horowhenua District Council, 126 Oxford Street","Advance",108,8,2,52,0,638,2,377,17,47,1,1,2,2,0,7,0,1264,6
"Ōtaki","Levin","Horowhenua Learning Centre, 102 Liverpool Street","Advance",5,1,0,9,0,114,0,34,2,4,0,3,2,0,0,1,0,175,2
"Ōtaki","Levin","Levin Baptist Church, 19 Rugby Street","Advance",8,0,0,1,0,38,1,20,5,5,0,0,0,0,0,0,0,78,0
"Ōtaki","Levin","Levin East School Hall, 90 Bartholomew Road","Advance",18,1,1,5,0,219,1,65,5,11,0,4,0,0,0,2,0,332,4
"Ōtaki","Levin","Levin Intermediate School Hall, 20 Collingwood Street","Advance",16,5,1,8,0,245,1,87,9,9,0,0,0,0,0,3,1,385,0
"Ōtaki","Levin","Levin North School Hall, 148 Weraroa Road","Advance",22,2,1,8,0,195,1,71,7,8,2,0,0,0,0,1,0,318,2
"Ōtaki","Levin","Muaupoko Tribal Authority Inc, 306 Oxford Street","Advance",4,0,0,2,0,38,1,16,0,4,1,0,0,0,0,0,0,66,0
"Ōtaki","Levin","Taitoko School Hall, 38 Kinross Street","Advance",1,0,0,4,0,54,1,6,0,1,0,0,0,0,0,0,0,67,2
"Ōtaki","Levin","Te Kokiri Development Consultancy Inc, 18 Hokio Beach Road","Advance",1,0,1,1,0,23,0,3,3,2,0,0,0,0,0,0,0,34,1
"Ōtaki","Levin","Te Takeretanga o Kura-hau-pō (Levin Public Library), 10 Bath Street","Advance",284,26,15,231,1,2943,8,1288,81,169,6,22,9,2,0,25,6,5116,48
"Ōtaki","Mt Cook","Massey University, Flax and Fern Room, Block 9, Wallace Street","Advance",1,0,0,2,0,7,1,1,0,0,0,0,0,0,0,1,0,13,0
"Ōtaki","Ōhau","Ōhau School Hall, 13 Muhunoa East Road","Advance",30,4,0,13,0,109,0,85,5,3,0,0,0,0,0,4,0,253,3
"Ōtaki","Ōtaki","Nga Purapura-Te Wānanga O Raukawa, 145 Tasman Road","Advance",14,4,2,60,0,147,4,36,0,7,0,2,0,0,0,5,0,281,0
"Ōtaki","Ōtaki","Ōtaki Presbyterian Church, 249 Mill Road","Advance",169,19,7,183,0,1139,9,577,27,66,2,10,1,2,0,22,1,2234,13
"Ōtaki","Ōtaki","Ōtaki Primary School, 123 Mill Road","Advance",27,2,1,39,0,250,2,71,1,12,0,1,0,0,0,6,0,412,4
"Ōtaki","Ōtaki","Waitohu School Hall, Te Manuao Road","Advance",13,0,0,15,0,85,1,54,4,7,0,0,0,0,0,0,0,179,1
"Ōtaki","Ōtaki Beach","Ōtaki Surf Lifesaving Club, 43 Marine Parade","Advance",5,0,0,15,0,56,0,17,0,3,0,0,0,0,0,1,0,97,0
"Ōtaki","Palmerston North","Te Manawa Museum, 326 Main Street","Advance",2,1,0,4,0,16,0,10,1,0,0,0,0,0,0,1,0,35,0
"Ōtaki","Paraparaumu","Coastlands Mall, Main Road (Countdown foyer)","Advance",413,33,12,327,0,3038,12,1501,53,95,2,16,6,1,0,49,1,5559,33
"Ōtaki","Paraparaumu","Kapiti Primary School Hall, Corner Kapiti & Rimu Roads","Advance",8,0,0,2,0,67,0,34,0,3,0,0,0,0,0,1,0,115,2
"Ōtaki","Paraparaumu","Kapiti Youth Support, 15 Tutanekai Street","Advance",9,0,0,4,0,50,0,19,0,2,0,0,0,0,0,2,0,86,0
"Ōtaki","Paraparaumu","Paraparaumu School Hall, 11 Ruapehu Street","Advance",6,0,0,0,0,21,0,17,1,0,0,0,0,0,0,1,0,46,0
"Ōtaki","Paraparaumu","St Paul's Anglican Church, 1 Langdale Avenue","Advance",246,19,5,208,0,1668,3,1004,43,62,1,11,3,0,0,33,2,3308,10
"Ōtaki","Paraparaumu Beach","Kenakena Primary School, 12 Donovan Road","Advance",26,0,0,20,0,175,4,49,1,4,0,0,0,0,0,3,0,282,2
"Ōtaki","Paraparaumu Beach","Ocean Road Community Centre, 45 Ocean Road","Advance",13,1,0,19,0,99,1,49,0,3,0,0,0,0,0,2,0,187,0
"Ōtaki","Paraparaumu Beach","Paraparaumu Beach School Hall, 65 Gray Avenue","Advance",12,0,0,19,0,141,0,46,2,6,0,1,0,0,0,6,0,233,0
"Ōtaki","Porirua","North City Shopping Centre, Shop 112 (next to Silvermoon), 2 Titahi Bay Road","Advance",5,0,0,6,0,50,0,12,1,4,1,0,0,0,0,1,0,80,1
"Ōtaki","Poroutawhao","Poroutawhao Hall, 800 State Highway 1","Advance",3,0,0,6,0,11,0,12,0,1,0,0,0,0,0,0,0,33,0
"Ōtaki","Raumati Beach","Raumati Beach School Hall, 26-34 Raumati Road","Advance",2,0,0,3,0,9,0,7,0,0,0,0,0,0,0,1,0,22,0
"Ōtaki","Shannon","Shannon Memorial Hall, 8 Grey St","Advance",3,0,0,2,0,29,0,17,0,1,0,0,0,0,0,2,0,54,0
"Ōtaki","Te Horo","Te Horo Community Hall, 54 School Road","Advance",19,6,1,12,0,83,0,57,1,5,0,1,0,0,0,0,0,185,1
"Ōtaki","Waikanae","Kapakapanui School Hall, 23 Rimu Street","Advance",25,0,1,18,0,153,0,87,5,3,0,0,2,0,0,3,0,297,2
"Ōtaki","Waikanae","Waikanae Marae, 2 Marae Lane","Advance",181,16,2,277,0,1394,2,710,17,61,2,5,2,1,0,26,0,2696,9
"Ōtaki","Waikanae","Waikanae Presbyterian Church, 43 Ngaio Road","Advance",243,12,1,163,0,1352,4,884,50,64,1,4,3,1,0,29,0,2811,11
"Ōtaki","Waikanae","Waikanae Primary School Hall, 27 Seddon Street","Advance",22,1,0,32,0,154,0,87,2,4,0,1,0,0,0,1,0,304,0
"Ōtaki","Waitārere Beach","Waitārere Scout Hall, Waitārere Domain","Advance",6,1,0,16,0,67,0,30,0,0,0,0,0,0,0,2,0,122,1
"Ōtaki","Wellington City","Asteron Centre Foyer, 55 Featherston Street","Advance",19,1,0,22,0,69,1,36,1,1,0,0,0,0,0,2,0,152,0
"Ōtaki","Wellington City","Pop Up Voting Place, 73 Manners Street","Advance",3,0,0,10,0,26,0,10,1,0,0,0,0,0,0,5,0,55,0
"Ōtaki","Wellington City","Te Puni Kōkiri House, Nau Mai Room, 143 Lambton Quay","Advance",2,0,1,9,0,31,0,13,0,0,0,0,0,0,0,2,0,58,0
"Ōtaki","Wellington City","Wellington Museum Von Kohorn Room, Queens Wharf, 3 Jervois Quay","Advance",2,0,0,5,0,11,0,2,0,1,0,0,0,0,0,1,0,22,0
"Ōtaki","Foxton","Coley Street School Hall, 53 Coley Street","Regular",12,0,0,3,0,79,0,55,5,3,0,1,0,0,0,1,0,159,5
"Ōtaki","Foxton","Foxton Primary School Hall, 5 Park Street","Regular",23,5,1,6,0,122,1,89,5,14,0,2,1,2,0,3,0,274,1
"Ōtaki","Foxton Beach","Foxton Beach Primary School Hall, 10 Carthew Terrace","Regular",23,2,0,3,0,91,1,55,1,6,0,0,0,0,0,1,0,183,1
"Ōtaki","Ihakara","Ihakara Hall, Corner Tavistock Road & State Highway 57","Regular",26,2,1,6,0,65,1,106,3,11,0,0,0,0,0,3,0,224,1
"Ōtaki","Levin","Fairfield School Hall, 89 MacArthur Street","Regular",49,1,0,13,0,182,1,139,4,13,0,3,1,0,0,4,0,410,0
"Ōtaki","Levin","Horowhenua District Council, 126 Oxford Street","Regular",29,4,3,13,0,252,2,111,2,22,0,0,1,0,0,4,1,444,4
"Ōtaki","Levin","Levin Baptist Church, 19 Rugby Street","Regular",18,5,2,6,0,87,1,41,13,6,0,1,3,0,0,1,0,184,1
"Ōtaki","Levin","Levin East School Hall, 90 Bartholomew Road","Regular",30,4,3,10,0,214,0,99,9,14,1,0,0,0,1,1,1,387,7
"Ōtaki","Levin","Levin Intermediate School Hall, 20 Collingwood Street","Regular",10,2,1,10,0,112,3,46,4,4,0,1,0,1,0,2,0,196,3
"Ōtaki","Levin","Levin North School Hall, 148 Weraroa Road","Regular",27,4,1,17,0,214,6,140,12,15,0,3,0,2,1,5,0,447,3
"Ōtaki","Levin","Taitoko School Hall, 38 Kinross Street","Regular",2,0,0,2,0,75,2,17,2,4,0,2,0,0,0,0,0,106,0
"Ōtaki","Manakau","Manakau District Hall, 12 Mokena Kohere Street","Regular",33,4,0,11,0,92,0,108,4,9,1,0,0,0,0,4,0,266,0
"Ōtaki","Ōhau","Ōhau School Hall, 13 Muhunoa East Road","Regular",49,3,0,16,0,134,0,161,8,9,0,2,0,0,0,1,0,383,0
"Ōtaki","Opiki","Opiki Public Hall, 926 Opiki Road (State Highway 56)","Regular",3,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,9,0
"Ōtaki","Ōtaki","Ōtaki Presbyterian Church, 249 Mill Road","Regular",19,9,1,14,0,118,1,63,12,12,0,3,0,0,0,2,0,254,1
"Ōtaki","Ōtaki","Ōtaki Primary School, 123 Mill Road","Regular",12,2,0,14,0,122,1,50,5,10,1,0,0,0,2,0,0,219,1
"Ōtaki","Ōtaki","Waitohu School Hall, Te Manuao Road","Regular",26,3,0,18,0,91,1,55,3,9,0,1,0,0,0,6,2,215,0
"Ōtaki","Ōtaki Beach","Ōtaki Surf Lifesaving Club, 43 Marine Parade","Regular",6,2,0,16,0,95,3,34,2,17,1,0,1,0,0,1,0,178,1
"Ōtaki","Paraparaumu","Connect Church, Corner Realm Drive & Mazengarb Road","Regular",58,4,3,27,0,246,1,180,22,12,0,1,0,0,0,12,0,566,5
"Ōtaki","Paraparaumu","Kapiti Primary School Hall, Corner Kapiti & Rimu Roads","Regular",23,6,1,20,0,136,1,61,7,5,0,0,0,0,0,0,0,260,0
"Ōtaki","Paraparaumu","Paraparaumu School Hall, 11 Ruapehu Street","Regular",9,1,0,7,0,43,0,23,0,7,0,1,0,1,0,2,1,95,2
"Ōtaki","Paraparaumu","St Paul's Anglican Church, 1 Langdale Avenue","Regular",27,8,1,15,0,144,0,108,4,12,2,2,2,1,0,7,1,334,3
"Ōtaki","Paraparaumu Beach","Kenakena Primary School, 12 Donovan Road","Regular",8,2,0,8,0,65,1,39,0,6,0,0,0,0,0,0,0,129,1
"Ōtaki","Paraparaumu Beach","Ocean Road Community Centre, 45 Ocean Road","Regular",23,2,0,12,0,112,2,67,4,6,0,1,0,0,0,4,0,233,1
"Ōtaki","Paraparaumu Beach","Paraparaumu Beach Guide Hall, 28 Te Kupe Road","Regular",15,6,1,9,0,117,0,75,1,8,0,0,1,0,0,5,0,238,2
"Ōtaki","Paraparaumu Beach","Paraparaumu Beach School Hall, 65 Gray Avenue","Regular",14,2,1,12,0,111,0,65,2,3,0,0,0,0,1,5,0,216,1
"Ōtaki","Porirua","North City Shopping Centre, Shop 112 (next to Silvermoon), 2 Titahi Bay Road","Regular",1,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,13,0
"Ōtaki","Porirua","Pātaka Art + Museum, Performing Arts Studio, Corner Norrie Street & Parumoana Street","Regular",0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,6,0
"Ōtaki","Poroutawhao","Poroutawhao Hall, 800 State Highway 1","Regular",15,1,0,2,0,21,0,39,5,1,0,0,0,0,0,1,0,85,0
"Ōtaki","Raumati Beach","Raumati Beach School Hall, 26-34 Raumati Road","Regular",7,0,0,8,0,22,0,15,0,1,0,0,0,0,0,1,0,54,0
"Ōtaki","Shannon","Shannon Memorial Hall, 8 Grey St","Regular",4,0,0,1,0,8,0,11,0,0,0,0,0,0,0,0,1,25,1
"Ōtaki","Te Horo","Te Horo Community Hall, 54 School Road","Regular",34,1,0,28,0,130,0,116,1,7,0,0,0,1,0,5,0,323,2
"Ōtaki","Waikanae","Kapakapanui School Hall, 23 Rimu Street","Regular",27,2,0,19,0,102,1,106,4,5,0,1,1,0,0,6,0,274,0
"Ōtaki","Waikanae","Waikanae Baptist Church, 286 Te Moana Road","Regular",28,3,1,15,0,111,0,107,2,17,0,3,0,0,0,5,0,292,3
"Ōtaki","Waikanae","Waikanae Presbyterian Church, 43 Ngaio Road","Regular",15,3,0,19,0,116,0,80,5,11,1,1,3,0,0,2,0,256,1
"Ōtaki","Waikanae","Waikanae Primary School Hall, 27 Seddon Street","Regular",33,1,1,34,0,180,1,131,17,7,0,0,2,0,0,10,0,417,2
"Ōtaki","Waikanae Beach","Waikanae Beach Community Hall, 22A Rauparaha Street","Regular",44,0,2,42,0,173,3,130,5,12,1,0,2,0,0,11,0,425,0
"Ōtaki","Waitārere Beach","Waitārere Scout Hall, Waitārere Domain","Regular",17,0,2,10,0,72,1,69,1,8,0,0,0,0,0,6,0,186,0
"Ōtaki",NA,"Overseas Special Votes Including Defence Force - Ōtaki","Special",35,9,1,113,0,437,3,91,9,11,0,0,0,0,0,17,1,727,2
"Ōtaki",NA,"Overseas Votes Allowed for Party Only - Ōtaki","Special",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ōtaki",NA,"Special Votes BEFORE Polling Day - Ōtaki","Special",165,37,24,267,1,1847,11,687,44,83,5,14,5,2,1,51,6,3250,36
"Ōtaki",NA,"Special Votes ON Polling Day - Ōtaki","Special",83,33,16,104,0,823,14,288,23,34,3,6,3,2,0,23,2,1457,13
"Ōtaki",NA,"Votes Allowed for Party Only - Ōtaki","Special",7,2,6,17,0,159,6,43,1,5,0,2,0,0,0,5,1,254,11
"Ōtaki",NA,"Voting places where less than 6 votes were taken","Special",1,2,1,3,0,14,0,3,0,0,0,0,0,0,0,0,0,24,0
"Pakuranga","Botany","Botany Library, Level 1, Sunset Terrace","Advance",34,2,2,31,0,272,1,230,9,5,1,0,0,0,3,4,1,595,8
"Pakuranga","Botany","Eastview Baptist Church & Community Centre, 559 Chapel Road","Advance",5,1,0,3,1,27,0,32,2,1,0,0,0,1,0,0,0,73,0
"Pakuranga","Botany Downs","Botany Downs Primary School, 35 Mirrabooka Avenue","Advance",2,0,0,0,0,5,0,6,0,0,0,0,0,0,0,1,0,14,0
"Pakuranga","Botany Downs","Botany Downs Secondary College, 575 Chapel Road","Advance",1,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,20,0
"Pakuranga","Bucklands Beach","Bucklands Beach Primary School, 107 Clovelly Road","Advance",61,4,2,29,0,197,1,269,1,7,0,2,0,0,2,5,0,580,3
"Pakuranga","Bucklands Beach","Macleans Primary School, 10 Wycherley Drive","Advance",28,1,0,23,0,208,2,232,18,5,0,0,0,0,4,6,0,527,0
"Pakuranga","Bucklands Beach","Stand Children's Services, 1-9 Pigeon Mountain Road","Advance",60,0,0,13,0,94,0,172,0,9,0,0,0,0,0,1,0,349,2
"Pakuranga","Burswood","China Town, 262 Ti Rakau Drive","Advance",54,1,2,15,0,205,0,322,2,15,0,0,0,0,15,1,1,633,5
"Pakuranga","Highland Park","Masonic Centre, 3 Highland Park Drive","Advance",318,6,3,145,1,1462,2,1411,31,91,0,4,0,4,30,28,1,3537,11
"Pakuranga","Howick","Cockle Bay School, 24 Sandspit Road","Advance",19,0,0,3,0,57,0,56,0,5,0,0,0,1,0,0,0,141,0
"Pakuranga","Howick","Howick Library Fencible Room, 25 Uxbridge Road","Advance",485,22,3,275,0,1944,8,1994,51,97,1,10,0,6,14,42,0,4952,20
"Pakuranga","Howick","Owairoa Primary School, Corner Wellington & Nelson Streets","Advance",49,4,2,15,0,161,0,141,0,6,0,0,0,0,1,0,0,379,2
"Pakuranga","Meadowlands","Auckland Fijian Methodist Church, 128 Whitford Road","Advance",16,0,1,8,0,100,0,83,1,1,2,0,0,0,0,1,0,213,0
"Pakuranga","Mellons Bay","Mellons Bay Primary School, 140 Mellons Bay Road","Advance",31,0,0,7,0,55,0,94,3,0,0,0,0,0,2,1,0,193,0
"Pakuranga","Mt Wellington","Salvation Army Community Centre, 18 Allright Place","Advance",3,0,0,1,0,7,0,5,0,0,0,0,0,0,0,2,0,18,0
"Pakuranga","Newmarket","Newmarket Mall, S212, Level 2, 309 Broadway","Advance",15,0,0,9,0,29,0,35,1,1,0,0,0,0,0,2,0,92,0
"Pakuranga","Pakuranga","Edgewater College, 32 Edgewater Drive","Advance",13,2,0,2,0,96,0,33,1,3,0,0,0,0,0,1,0,151,4
"Pakuranga","Pakuranga","Elm Park School, 46 Gossamer Drive","Advance",21,0,1,11,0,154,0,89,11,8,0,1,0,0,1,2,1,300,1
"Pakuranga","Pakuranga","Farm Cove Intermediate School, 14-16 Butley Drive","Advance",49,1,0,33,0,227,0,227,11,7,0,0,0,0,2,12,0,569,3
"Pakuranga","Pakuranga","Pakuranga College, 176-180 Pigeon Mountain Road","Advance",28,1,0,15,0,147,0,131,6,4,0,2,0,0,1,3,0,338,2
"Pakuranga","Pakuranga","Pakuranga Community Centre, 346 Pakuranga Road","Advance",293,13,2,144,0,1250,3,1268,41,53,0,7,0,0,15,26,1,3116,12
"Pakuranga","Pakuranga","Pakuranga Heights Primary School, 77 Udys Road","Advance",19,0,0,6,0,104,1,68,1,6,0,0,0,1,0,1,0,207,0
"Pakuranga","Pakuranga","Pakuranga Intermediate School, 43-49 Reeves Road","Advance",1,0,0,1,0,22,0,22,2,0,0,0,0,1,1,1,0,51,0
"Pakuranga","Pakuranga","Pakuranga Plaza, next to ANZ Bank outside the Plaza, 10 Aylesbury Street","Advance",312,20,9,171,0,2192,5,1524,63,103,4,11,3,3,19,32,2,4473,32
"Pakuranga","Pakuranga","Pakuranga Recreation & Youth Centre, 13c Reeves Road","Advance",81,5,1,35,0,529,3,418,18,32,1,2,1,2,4,9,0,1141,7
"Pakuranga","Pakuranga","Riverhills Primary School, 13 Waikaremoana Place","Advance",8,0,1,2,0,53,0,32,3,0,0,0,0,0,1,0,1,101,0
"Pakuranga","Pakuranga","Sunnyhills Primary School, 17 The Crest","Advance",39,3,0,17,0,99,1,141,3,4,0,0,0,0,0,2,0,309,4
"Pakuranga","Panmure","Panmure Community Centre, 7-13 Pilkington Road","Advance",9,1,0,4,0,27,0,12,1,0,0,0,0,0,0,0,0,54,1
"Pakuranga","Somerville","Somerville Intermediate School, 39 Somerville Road","Advance",2,0,0,1,0,10,0,11,0,0,0,0,0,1,0,0,0,25,0
"Pakuranga","Botany Downs","Botany Downs Primary School, 35 Mirrabooka Avenue","Regular",1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,9,0
"Pakuranga","Botany Downs","Botany Downs Secondary College, 575 Chapel Road","Regular",1,0,0,1,0,22,1,13,2,0,0,0,0,0,3,0,0,43,1
"Pakuranga","Botany Downs","Elim Christian Centre, 159 Botany Road","Regular",4,0,0,2,0,17,1,28,3,0,0,1,0,0,0,1,0,57,0
"Pakuranga","Botany Downs","St Columba Presbyterian Church, 480 Ti Rakau Drive","Regular",0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,6,0
"Pakuranga","Bucklands Beach","Bucklands Beach Intermediate School, 247 Bucklands Beach Road","Regular",43,3,0,12,0,175,2,284,11,11,0,0,0,0,2,4,0,547,4
