"Electorate","Place","Address","Type","ACT New Zealand","Advance NZ","Aotearoa Legalise Cannabis Party","Green Party","HeartlandNZ","Labour Party","Māori Party","National Party","New Conservative","New Zealand First Party","NZ Outdoors Party","ONE Party","Social Credit","Sustainable New Zealand Party","TEA Party","The Opportunities Party (TOP)","Vision New Zealand","Total Valid Party Votes","Informal Party Votes"
"Te Atatū",NA,"Overseas Special Votes Including Defence Force - Te Atatū","Special",23,7,3,65,0,326,2,112,12,6,0,4,0,3,1,6,1,571,0
"Te Atatū",NA,"Overseas Votes Allowed for Party Only - Te Atatū","Special",0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0
"Te Atatū",NA,"Special Votes BEFORE Polling Day - Te Atatū","Special",144,48,37,277,0,2439,36,745,43,85,1,8,0,4,14,41,3,3925,38
"Te Atatū",NA,"Special Votes ON Polling Day - Te Atatū","Special",96,39,19,134,0,1415,33,419,45,49,0,4,1,1,7,24,2,2288,26
"Te Atatū",NA,"Votes Allowed for Party Only - Te Atatū","Special",14,5,3,19,0,230,17,46,3,6,0,1,0,1,1,11,1,358,4
"Te Atatū",NA,"Voting places where less than 6 votes were taken","Special",1,0,1,2,0,7,0,3,0,0,1,0,0,0,0,0,0,15,0
"Tukituki",NA,"Mobile AVP1","Advance",0,0,0,2,0,7,0,0,1,1,0,0,0,0,0,0,0,11,0
"Tukituki","Akina","Hastings Central School, 400 Karamu Road South (corner Southampton Street)","Advance",7,0,1,8,0,108,0,33,5,3,0,1,0,0,0,2,0,168,0
"Tukituki","Akina","Hastings Christian School, 1009 Copeland Road","Advance",10,0,0,6,0,80,1,33,18,1,0,1,0,0,0,2,0,152,3
"Tukituki","Akina","St Joseph's School, 404 Eastbourne Street East","Advance",6,1,1,13,0,104,1,32,3,1,1,0,0,1,0,1,0,165,2
"Tukituki","Bridge Pa","Bridge Pa School, 1642 Maraekakaho Road","Advance",4,1,1,5,0,27,0,15,4,1,0,0,0,0,0,0,0,58,2
"Tukituki","Camberley","Camberley Community Centre, 703 Kiwi Street","Advance",12,2,0,9,0,228,5,38,7,7,1,2,0,0,0,5,1,317,10
"Tukituki","Clive","Clive Community Hall, 162 Main Road","Advance",116,13,4,76,0,611,4,343,15,22,1,1,1,0,0,18,0,1225,6
"Tukituki","Flaxmere","Cook Island Community Centre, 7 Swansea Road","Advance",15,1,3,11,0,170,1,27,7,7,1,1,0,0,0,1,0,245,3
"Tukituki","Flaxmere","Flaxmere Christian Fellowship Church, 220 Flaxmere Avenue","Advance",1,4,1,1,0,52,0,17,2,4,0,1,0,0,0,0,1,84,0
"Tukituki","Flaxmere","Flaxmere Community Centre, 30 Swansea Road","Advance",45,10,11,41,0,933,13,162,21,38,1,9,0,1,0,8,1,1294,19
"Tukituki","Flaxmere","Flaxmere Primary School Hall, 12 Whitby Crescent","Advance",2,1,0,3,0,67,0,26,1,3,0,1,0,0,0,0,0,104,2
"Tukituki","Flaxmere","Irongate School, 16 Walton Way","Advance",0,0,1,1,0,47,0,8,1,0,0,0,0,0,0,0,0,58,1
"Tukituki","Frimley","Frimley School, 202 Frimley Road","Advance",28,1,1,12,0,168,2,113,11,5,0,2,0,0,0,8,0,351,6
"Tukituki","Haumoana","Haumoana School Hall, 7 Raymond Road","Advance",21,7,0,34,0,131,0,62,1,5,0,0,0,0,0,5,0,266,1
"Tukituki","Havelock North","Havelock North Function Centre, 30 Te Mata Road","Advance",895,57,7,481,0,3213,7,3180,127,120,3,12,3,3,1,60,1,8170,50
"Tukituki","Havelock North","Havelock North High School, 177 Te Mata Road","Advance",16,0,0,10,0,86,0,67,1,2,0,0,0,0,0,4,0,186,1
"Tukituki","Havelock North","Lucknow School, 42 Elliott Crescent","Advance",17,1,0,2,0,67,1,38,2,2,0,0,0,0,0,0,0,130,1
"Tukituki","Kelburn","Victoria University, Student Union Building Memorial Theatre Foyer, 1 Kelburn Parade","Advance",2,0,0,3,0,13,1,5,1,0,0,0,0,0,0,0,0,25,0
"Tukituki","Mahora","St John's Presbyterian Church, Jireh Hall, 608 Frederick Street","Advance",237,21,15,183,0,2105,12,933,114,83,1,9,4,3,1,19,1,3741,25
"Tukituki","Maraekakaho","Maraekakaho School, 68 Kereru Road","Advance",25,0,0,1,0,47,0,55,0,0,0,0,0,0,0,3,0,131,0
"Tukituki","Marewa","Marewa Shopping Centre, 126 Kennedy Road","Advance",15,0,1,7,0,79,2,37,3,5,0,1,0,0,0,3,0,153,2
"Tukituki","Mayfair","Karamu High School Hall, 1036 Windsor Avenue","Advance",16,0,1,4,0,120,2,68,10,4,1,1,0,0,0,4,0,231,4
"Tukituki","Mayfair","Mayfair School, 1110 Willowpark Road North","Advance",15,5,3,19,0,184,1,46,9,10,0,1,0,1,0,2,0,296,2
"Tukituki","Napier","Napier City Shopping Centre, 1/1 Dickens St","Advance",23,1,1,15,0,113,2,60,4,1,0,0,0,0,0,1,0,221,0
"Tukituki","Omahu","Omahu School, 22 Taihape Road","Advance",9,2,0,8,0,27,0,23,0,2,0,0,0,0,0,0,0,71,0
"Tukituki","Ōtāne","Otane Hall, 27 Higginson Street","Advance",28,3,3,10,0,135,2,94,4,8,0,1,0,1,0,2,0,291,2
"Tukituki","Pakowhai","Pakowhai School, 25 Chesterhope Road","Advance",14,2,0,3,0,25,0,21,2,4,0,0,0,0,0,1,0,72,1
"Tukituki","Parkvale","Gordon Black Hall, 912 Queen Street East","Advance",15,0,1,8,0,105,1,34,3,3,0,0,0,1,0,3,0,174,2
"Tukituki","Puketapu","Puketapu School, 708 Puketapu Road","Advance",5,0,0,1,0,15,0,9,0,0,0,0,0,0,0,0,0,30,1
"Tukituki","Raureka","Ebbett Park School Hall, 600 Oliphant Road","Advance",6,0,1,3,0,81,0,16,3,1,0,0,0,0,0,0,0,111,0
"Tukituki","Raureka","Hawkes Bay Racecourse, 300 Prospect Road","Advance",313,24,15,239,1,2143,11,1150,89,82,4,10,3,1,0,54,3,4142,22
"Tukituki","Raureka","Raureka School Hall, 916 Gordon Road","Advance",13,1,0,3,0,147,0,40,5,3,0,0,1,0,0,1,0,214,2
"Tukituki","Takapau","Takapau School Hall, Nancy Street","Advance",4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0
"Tukituki","Takapau","EIT Cafeteria and Student Association, 501 Gloucester Street","Advance",8,0,0,14,0,58,0,30,3,0,0,0,0,0,0,5,0,118,0
"Tukituki","Takapau","Taradale Shopping Centre, 264 Gloucester St","Advance",46,2,1,23,0,122,2,111,2,2,0,0,0,0,0,0,0,311,2
"Tukituki","Tikokino","Tikokino School, 43 Owen Street","Advance",6,0,0,4,0,25,0,38,0,0,0,0,0,0,0,0,0,73,0
"Tukituki","Waipawa","St Peter's Church Hall, Corner Kenilworth Street & Church Street","Advance",13,1,0,8,0,38,0,42,3,0,1,0,0,0,0,3,0,109,1
"Tukituki","Waipawa","Waipawa School Technology Block, 6 Harker Street","Advance",0,0,0,1,0,7,0,7,0,0,0,0,0,0,0,0,0,15,1
"Tukituki","Waipukurau","A W Parsons Pool Meeting Room, 10 River Terrace","Advance",67,4,1,14,0,154,3,179,8,8,0,0,0,1,0,2,0,441,1
"Tukituki","Waipukurau","Central Hawkes Bay College Library, 45 Tavistock Road","Advance",1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,7,0
"Tukituki","Waipukurau","Waipukurau School Hall, St Marys Road","Advance",1,1,0,0,0,6,0,7,2,1,0,0,0,0,0,0,0,18,0
"Tukituki","Whakatu","Whakatu Hall, 5 Station Road","Advance",11,3,4,3,0,66,1,23,0,2,0,1,1,0,0,4,0,119,0
"Tukituki","Whakatu","Mobile Team 2 - Rest Homes taken in Tukituki","Advance",1,0,0,3,0,32,0,21,1,2,0,0,0,1,0,0,0,61,0
"Tukituki","Akina","Hastings Central School, 400 Karamu Road South (corner Southampton Street)","Regular",30,1,2,18,0,192,2,54,6,8,0,2,1,1,0,2,1,320,7
"Tukituki","Akina","Hastings Christian School, 1009 Copeland Road","Regular",21,1,1,13,0,150,0,80,30,10,0,2,1,1,1,3,1,315,1
"Tukituki","Akina","St Joseph's School, 404 Eastbourne Street East","Regular",14,4,1,26,0,161,3,77,4,5,0,0,0,0,0,3,0,298,4
"Tukituki","Argyll East","Argyll East School, 1071 Argyll East Road","Regular",9,0,0,2,0,13,0,39,0,3,0,0,0,0,0,0,0,66,0
"Tukituki","Ashley Clinton","Sherwood Hall, 358 Makaretu Road","Regular",10,0,0,8,0,21,0,50,2,3,1,0,0,0,0,0,0,95,1
"Tukituki","Bridge Pa","Bridge Pa School, 1642 Maraekakaho Road","Regular",25,0,1,6,0,55,0,87,3,4,0,0,0,0,0,5,0,186,1
"Tukituki","Camberley","Camberley Community Centre, 703 Kiwi Street","Regular",3,2,2,2,0,43,3,8,1,0,0,0,0,0,0,1,0,65,3
"Tukituki","Clive","Clive Community Hall, 162 Main Road","Regular",42,4,4,22,0,171,1,106,1,12,0,1,0,0,0,7,0,371,4
"Tukituki","Elsthorpe","Elsthorpe School, 25 Kenderdine Road","Regular",13,2,1,10,0,36,0,64,0,2,0,0,0,0,0,0,0,128,2
"Tukituki","Flaxmere","Cook Island Community Centre, 7 Swansea Road","Regular",5,0,2,3,0,76,1,8,0,2,0,2,0,0,0,0,0,99,2
"Tukituki","Flaxmere","Flaxmere Christian Fellowship Church, 220 Flaxmere Avenue","Regular",3,8,2,4,0,82,1,10,7,4,0,4,0,0,0,1,1,127,1
"Tukituki","Flaxmere","Flaxmere Community Centre, 30 Swansea Road","Regular",4,2,1,4,0,108,6,21,5,4,0,4,0,0,0,1,0,160,3
"Tukituki","Flaxmere","Flaxmere Primary School Hall, 12 Whitby Crescent","Regular",9,1,1,2,1,96,4,20,6,6,0,0,0,0,0,0,0,146,0
"Tukituki","Flaxmere","Irongate School, 16 Walton Way","Regular",3,1,1,1,0,74,1,3,3,3,0,0,1,0,0,0,0,91,0
"Tukituki","Frimley","Frimley School, 202 Frimley Road","Regular",53,5,3,11,0,326,2,247,23,12,0,0,0,1,0,5,0,688,4
"Tukituki","Hastings City","St John Ambulance Hall, 107 Southland Road","Regular",25,4,2,14,0,162,2,76,19,11,0,2,0,0,0,0,0,317,3
"Tukituki","Haumoana","Haumoana School Hall, 7 Raymond Road","Regular",36,7,1,23,0,115,3,74,4,4,0,1,0,0,0,0,0,268,1
"Tukituki","Havelock North","Havelock North Bridge Club, 51 Brookvale Road","Regular",44,0,1,8,0,131,0,135,5,8,1,2,0,0,0,8,0,343,2
"Tukituki","Havelock North","Havelock North Function Centre, 30 Te Mata Road","Regular",90,7,2,38,0,263,1,289,5,19,0,1,0,0,0,16,0,731,6
"Tukituki","Havelock North","Havelock North High School, 177 Te Mata Road","Regular",41,3,1,25,1,159,2,178,6,15,1,0,0,0,0,5,0,437,2
"Tukituki","Havelock North","Havelock North Primary School, 9 Campbell Street","Regular",57,0,1,21,0,131,1,179,5,12,0,1,1,0,0,8,0,417,1
"Tukituki","Havelock North","Lucknow School, 42 Elliott Crescent","Regular",38,1,2,18,0,122,0,107,8,10,0,1,0,0,0,3,0,310,1
"Tukituki","Havelock North","Redemption Point Church, 22 Napier Road","Regular",13,0,0,5,1,31,0,36,7,1,0,1,1,0,0,1,0,97,0
"Tukituki","Kereru","Kereru School, 2306 Kereru Road","Regular",15,2,0,4,0,8,0,28,4,1,0,0,0,0,0,1,0,63,0
"Tukituki","Mahora","Aubyn Live Theatre, 815 St Aubyn Street West","Regular",21,6,1,11,0,157,0,65,10,5,1,0,0,1,0,3,0,281,1
"Tukituki","Mahora","St John's Presbyterian Church, Jireh Hall, 608 Frederick Street","Regular",46,8,2,30,0,345,8,164,16,16,3,0,0,0,0,6,0,644,0
"Tukituki","Mangateretere","Mangateretere School, 314 State Highway 2","Regular",16,1,1,2,0,29,0,40,2,4,0,1,0,0,0,1,0,97,2
"Tukituki","Maraekakaho","Maraekakaho School, 68 Kereru Road","Regular",39,5,0,15,0,74,0,109,6,7,0,1,0,0,0,4,0,260,1
"Tukituki","Marewa","Marewa Shopping Centre, 126 Kennedy Road","Regular",3,0,0,1,0,8,0,2,0,1,0,0,0,0,0,0,0,15,0
"Tukituki","Mayfair","Karamu High School Hall, 1036 Windsor Avenue","Regular",38,2,1,22,0,199,3,120,12,12,0,0,1,0,0,3,0,413,1
"Tukituki","Mayfair","Mayfair School, 1110 Willowpark Road North","Regular",23,17,1,15,0,294,2,106,15,10,0,0,0,0,0,2,0,485,4
"Tukituki","Napier","Napier City Shopping Centre, 1/1 Dickens St","Regular",2,0,0,0,0,12,0,7,1,0,0,0,0,0,0,0,0,22,0
"Tukituki","Omahu","Omahu School, 22 Taihape Road","Regular",16,1,0,3,0,42,1,51,2,3,0,1,0,0,0,0,0,120,0
"Tukituki","Omakere","Omakere School, 46 Long Range Road","Regular",7,0,0,1,0,9,0,13,0,0,0,0,0,0,0,0,0,30,0
"Tukituki","Ongaonga","Ongaonga School, 51 Mill Street","Regular",32,0,1,9,0,54,0,52,3,5,0,0,0,1,0,0,0,157,0
"Tukituki","Ōtāne","Otane Hall, 27 Higginson Street","Regular",36,3,0,9,0,76,1,73,3,4,0,2,0,0,0,6,0,213,0
"Tukituki","Pakipaki","Pakipaki School, 314 Pakipaki Road","Regular",16,1,1,1,0,37,0,60,0,1,0,0,0,0,0,0,0,117,0
"Tukituki","Pakowhai","Pakowhai School, 25 Chesterhope Road","Regular",19,1,0,3,0,44,0,68,3,6,0,0,0,0,0,0,0,144,0
"Tukituki","Parkvale","Gordon Black Hall, 912 Queen Street East","Regular",20,1,0,12,0,140,1,85,8,17,0,0,1,0,0,3,0,288,0
"Tukituki","Poukawa","Poukawa School, 107 Poukawa Road","Regular",13,2,0,6,0,19,0,49,1,7,0,0,0,0,0,1,0,98,0
"Tukituki","Pukahu","Riverbend Bible Church, 354 Te Aute Road","Regular",20,4,1,2,0,24,0,57,8,2,0,0,0,0,0,0,0,118,0
"Tukituki","Pukehamoamoa","Pukehamoamoa School, 11 Matapiro Road","Regular",44,3,0,11,0,56,0,114,2,4,1,3,0,0,0,0,0,238,0
"Tukituki","Pukehou","Pukehou School, 174 State Highway 2","Regular",9,1,0,12,0,27,1,29,0,4,0,1,0,0,0,0,0,84,0
"Tukituki","Puketapu","Puketapu School, 708 Puketapu Road","Regular",9,0,0,0,0,11,0,36,1,1,0,0,0,0,0,0,0,58,0
"Tukituki","Raukawa","Raukawa Hall, 1403 Raukawa Road","Regular",17,0,0,7,0,22,0,31,3,0,0,0,0,0,0,1,0,81,0
"Tukituki","Raureka","Ebbett Park School Hall, 600 Oliphant Road","Regular",14,4,1,8,0,121,1,55,6,6,0,0,0,0,0,5,0,221,2
"Tukituki","Raureka","Raureka School Hall, 916 Gordon Road","Regular",27,5,3,6,0,207,3,102,14,16,0,2,0,1,0,4,1,391,3
"Tukituki","Sherenden","Sherenden School, 2129 Taihape Road","Regular",22,0,0,3,0,28,0,56,4,3,0,1,0,0,0,2,0,119,1
"Tukituki","Springhill","Springhill Community Hall, 1017 Wakarara Road","Regular",6,1,0,5,0,17,0,23,1,0,0,0,0,0,0,0,0,53,1
"Tukituki","Takapau","Takapau School Hall, Nancy Street","Regular",1,0,1,1,0,9,0,16,0,1,0,0,0,0,0,0,0,29,0
"Tukituki","Taradale","All Saints Church, 23 Puketapu Road","Regular",2,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,19,0
"Tukituki","Taradale","Bledisloe School, 30a Meeanee Road","Regular",2,0,0,1,0,2,0,3,0,0,0,0,0,0,0,2,0,10,0
"Tukituki","Taradale","Taradale Shopping Centre, 264 Gloucester St","Regular",3,0,0,1,0,11,0,17,0,1,0,0,0,0,0,0,0,33,0
"Tukituki","Te Awanga","Te Awanga Community Centre, 9 Wellwood Terrace","Regular",27,7,0,34,0,133,1,77,3,7,1,0,0,0,0,4,0,294,3
"Tukituki","Tikokino","Tikokino School, 43 Owen Street","Regular",19,4,0,2,0,53,0,56,3,6,0,0,0,2,0,0,0,145,1
"Tukituki","Twyford","Twyford/Raupare Memorial Hall, Thompson Road (next to Twyford School)","Regular",14,5,1,5,0,76,0,116,6,3,0,0,0,0,0,0,0,226,0
"Tukituki","Waimarama","Waimarama School, 27 Taupunga Road","Regular",15,1,0,1,0,59,2,45,0,1,0,0,0,0,0,3,0,127,1
"Tukituki","Waipawa","Central Hawkes Bay District Council Chambers, 28-32 Ruataniwha Street","Regular",4,0,1,5,0,20,0,21,3,0,0,0,0,0,0,0,0,54,0
"Tukituki","Waipawa","Waipawa School Technology Block, 6 Harker Street","Regular",5,2,0,1,0,5,0,10,0,2,0,0,0,0,0,0,0,25,0
"Tukituki","Waipukurau","Central Hawkes Bay College Library, 45 Tavistock Road","Regular",2,0,0,0,0,7,0,7,2,1,0,0,0,0,0,0,0,19,0
"Tukituki","Waipukurau","The Terrace School Staffroom, 164 Porangahau Road","Regular",5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0
"Tukituki","Waipukurau","Waipukurau School Hall, St Marys Road","Regular",5,0,0,0,0,18,0,26,0,0,0,0,0,0,0,0,0,49,1
"Tukituki","Waiwhare","Waiwhare Community Centre, 27 River Road","Regular",22,1,0,1,0,4,0,26,2,2,0,0,0,0,0,1,0,59,0
"Tukituki",NA,"Overseas Special Votes Including Defence Force - Tukituki","Special",40,19,4,119,0,396,2,129,16,6,3,0,0,0,0,17,0,751,5
"Tukituki",NA,"Overseas Votes Allowed for Party Only - Tukituki","Special",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"Tukituki",NA,"Special Votes BEFORE Polling Day - Tukituki","Special",205,32,31,209,1,1567,9,718,56,56,3,4,0,1,1,52,3,2948,25
"Tukituki",NA,"Special Votes ON Polling Day - Tukituki","Special",150,28,34,107,0,998,14,426,36,39,3,8,0,2,1,35,2,1883,25
"Tukituki",NA,"Votes Allowed for Party Only - Tukituki","Special",16,4,9,12,0,198,4,34,7,8,0,1,0,0,0,7,2,302,8
"Tukituki",NA,"Voting places where less than 6 votes were taken","Special",1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,6,0
"Upper Harbour","Albany","Pinehurst School, 75 Bush Road","Advance",5,0,0,2,0,19,0,12,0,0,0,0,0,0,0,0,0,38,0
"Upper Harbour","Albany","Westfield Mall, 219 Don McKinnon Drive","Advance",51,8,2,33,0,266,2,222,14,15,1,1,0,2,2,6,0,625,1
"Upper Harbour","Auckland City","Liston Hall, 30-32 Hobson Street","Advance",3,0,0,4,0,2,0,7,0,1,0,0,0,0,0,1,0,18,0
"Upper Harbour","Birkenhead","Shop T30 Highbury Mall, Corner Highbury Bypass & Birkenhead Avenue","Advance",6,0,0,3,0,31,0,17,0,2,0,0,0,0,0,1,0,60,0
"Upper Harbour","Glenfield","Bayview Primary School, 60 Bayview Road","Advance",72,4,3,82,0,605,0,219,19,11,0,1,0,0,3,18,0,1037,8
"Upper Harbour","Glenfield","Girl Guides Glenfield (next to Glenfield War Memorial Hall), Hall Road","Advance",59,2,2,41,0,392,2,215,14,17,0,1,0,0,1,9,0,755,3
"Upper Harbour","Glenfield","Glenfield College, 52-60 Kaipatiki Road","Advance",7,0,0,7,0,42,0,18,0,1,0,0,0,1,0,1,0,77,0
"Upper Harbour","Glenfield","Glenfield Primary School, 101 Chivalry Road","Advance",11,0,1,8,0,74,0,46,3,2,0,0,0,0,0,0,1,146,2
"Upper Harbour","Glenfield","Glenfield War Memorial Hall, Hall Road","Advance",8,1,0,7,0,46,0,26,4,1,0,0,0,0,0,0,0,93,1
"Upper Harbour","Glenfield","Meadowood Community House, Unsworth Heights, 55 Meadowood Drive","Advance",101,5,2,41,0,645,1,485,30,19,1,0,2,3,7,22,0,1364,10
"Upper Harbour","Glenfield","St Thomas More Catholic Church Hall, Glenfield, 4 St Thomas More Lane","Advance",62,4,3,55,0,518,1,315,50,24,1,1,0,0,1,18,1,1054,8
"Upper Harbour","Glenfield","Target Road Primary School, Totara Vale, 80 Target Road","Advance",59,3,2,61,0,511,0,273,35,36,1,5,0,1,2,10,0,999,6
"Upper Harbour","Glenfield","The Salvation Army Glenfield, 430 Glenfield Road (corner Glenfield & Kaipatiki Roads)","Advance",51,3,8,49,0,511,4,245,29,18,1,0,0,1,7,16,0,943,6
"Upper Harbour","Glenfield","Westminster Christian School, Unsworth Heights, 31 Westminster Gardens","Advance",8,0,0,7,0,69,0,60,8,1,0,2,0,0,1,1,0,157,0
"Upper Harbour","Greenhithe","Greenhithe Community Hall, 7 Greenhithe Road","Advance",143,5,2,64,0,407,2,429,7,11,0,2,0,1,1,11,0,1085,5
"Upper Harbour","Greenhithe","Greenhithe School Hall, Sunnyview Road Entrance (next to 6 Sunnyview Road)","Advance",94,1,1,39,0,258,0,283,8,10,0,0,1,2,7,9,0,713,1
"Upper Harbour","Greenhithe","St Michael's Anglican Church Hall, Greenhithe, 12 Greenhithe Road","Advance",55,3,0,17,0,157,1,208,4,8,1,5,0,1,0,8,0,468,3
"Upper Harbour","Greenhithe","Upper Harbour Primary School, Schnapper Rock, 140 Kyle Road","Advance",30,4,0,12,0,106,0,158,5,2,1,1,0,1,3,6,0,329,4
"Upper Harbour","Henderson","Te Pai Centre Waitākere Netball, 31-35 Te Pai Place","Advance",5,0,0,5,0,56,0,15,0,3,0,0,0,0,0,1,0,85,1
"Upper Harbour","Henderson","Waitākere Central Library, 3 Ratanui Street","Advance",0,0,1,5,0,17,0,5,1,0,0,0,0,0,0,0,1,30,0
"Upper Harbour","Henderson","West City Mall, Level 1 (former Life Pharmacy shop), 7 Catherine Street","Advance",8,3,4,12,0,148,5,60,0,2,0,1,0,0,0,0,1,244,9
"Upper Harbour","Hobsonville","Hobsonville School, 104 Hobsonville Road","Advance",9,0,0,7,0,60,0,51,0,6,0,0,0,0,1,1,0,135,0
"Upper Harbour","Hobsonville Point","Catalina Bay (building opposite Farmers Market), Hobsonville Point, Hudson Bay Road Extension","Advance",91,7,0,97,0,363,1,342,8,8,1,0,0,1,2,19,0,940,2
"Upper Harbour","Hobsonville Point","Hobsonville Point Primary School, 18 De Havilland Road","Advance",63,1,0,52,0,257,3,247,3,6,0,1,0,1,3,17,0,654,1
"Upper Harbour","Hobsonville Point","Hobsonville Point Secondary School, 70 Hobsonville Point Road","Advance",147,7,0,85,1,617,1,562,15,6,0,4,0,4,3,23,0,1475,10
"Upper Harbour","Hobsonville Point","Sunderland Lounge, Hobsonville Point, 27 Hudson Bay Road","Advance",24,0,0,23,0,131,1,127,4,2,0,0,0,1,0,4,0,317,0
"Upper Harbour","Mairangi Bay","Mairangi Bay Community Church, 49 Maxwelton Drive","Advance",7,0,0,4,0,21,0,17,3,1,0,0,0,0,0,1,0,54,0
"Upper Harbour","Massey","Colwill School, Royal Heights, Massey East, Kintara Drive","Advance",9,0,0,6,0,117,0,48,3,6,0,0,0,0,0,2,0,191,0
"Upper Harbour","Massey","Lincoln Heights School, Massey West, 16 Keegan Drive","Advance",5,0,0,12,0,95,0,17,2,2,0,0,0,0,0,0,0,133,2
"Upper Harbour","Massey","Massey Community Hub Massey Matters, Massey West, 385 Don Buck Road","Advance",21,4,0,22,0,310,5,74,8,14,0,1,0,1,2,4,1,467,4
"Upper Harbour","Massey","Massey High School, Massey West, 274 Don Buck Road","Advance",52,5,2,29,0,553,3,189,14,21,0,5,0,1,1,17,0,892,9
"Upper Harbour","Massey","Massey Methodist Church, Massey West, 112 Waimumu Road","Advance",39,6,5,54,0,561,2,185,21,21,1,8,0,0,1,14,0,918,5
"Upper Harbour","Massey","Westgate Shopping Centre, Shop F18 (former Sierra Cafe), 6 Maki Street","Advance",144,13,10,118,0,1339,7,551,34,44,0,4,1,1,5,26,3,2300,9
"Upper Harbour","Milford","Milford Shopping Centre, Shop next to Whitcoulls, 24 Milford Road","Advance",12,2,0,16,0,97,0,63,4,3,0,1,0,0,0,2,0,200,1
"Upper Harbour","Northcote","AUT North Campus, AF113A, 90 Akoranga Drive","Advance",2,0,0,1,0,18,0,7,2,0,0,0,0,0,0,1,0,31,0
"Upper Harbour","Rosedale","Kowhai Kids Centre, 265 Albany Highway","Advance",14,3,0,1,0,22,0,19,2,0,0,0,0,0,0,1,0,62,0
